pdm08ABABb,T.UW.N,D.UW.N,T.UW.N,D.UW.N
pdm08ABBAa,D.UW.N,T.UW.N,T.UW.N,D.UW.N
pdm08ABBAb,T.UW.N,D.UW.N,D.UW.N,T.UW.N
pdm09ABABa,G.AE.P,K.AE.P,G.AE.P,K.AE.P
pdm09ABABb,K.AE.P,G.AE.P,K.AE.P,G.AE.P
pdm09ABBAa,G.AE.P,K.AE.P,K.AE.P,G.AE.P
pdm09ABBAb,K.AE.P,G.AE.P,G.AE.P,K.AE.P
pdm10ABABa,G.UW.N,K.UW.N,G.UW.N,K.UW.N
pdm10ABABb,K.UW.N,G.UW.N,K.UW.N,G.UW.N
pdm10ABBAa,G.UW.N,K.UW.N,K.UW.N,G.UW.N
pdm10ABBAb,K.UW.N,G.UW.N,G.UW.N,K.UW.N
pdm11ABABa,G.IH.L.T,K.IH.L.T,G.IH.L.T,K.IH.L.T
pdm11ABABb,K.IH.L.T,G.IH.L.T,K.IH.L.T,G.IH.L.T
pdm11ABBAa,G.IH.L.T,K.IH.L.T,K.IH.L.T,G.IH.L.T
pdm11ABBAb,K.IH.L.T,G.IH.L.T,G.IH.L.T,K.IH.L.T
pdm12ABABa,G.EY.N,K.EY.N,G.EY.N,K.EY.N
pdm12ABABb,K.EY.N,G.EY.N,K.EY.N,G.EY.N
pdm12ABBAa,G.EY.N,K.EY.N,K.EY.N,G.EY.N
pdm12ABBAb,K.EY.N,G.EY.N,G.EY.N,K.EY.N
pdn01ABABa,B.OW.N,P.OW.N,B.OW.N,P.OW.N
pdn01ABABb,P.OW.N,B.OW.N,P.OW.N,B.OW.N
pdn01ABBAa,B.OW.N,P.OW.N,P.OW.N,B.OW.N
pdn01ABBAb,P.OW.N,B.OW.N,B.OW.N,P.OW.N
pdn02ABABa,B.IY.N,P.IY.N,B.IY.N,P.IY.N
pdn02ABABb,P.IY.N,B.IY.N,P.IY.N,B.IY.N
pdn02ABBAa,B.IY.N,P.IY.N,P.IY.N,B.IY.N
pdn02ABBAb,P.IY.N,B.IY.N,B.IY.N,P.IY.N
pdn03ABABa,B.EH.L,P.EH.L,B.EH.L,P.EH.L
pdn03ABABb,P.EH.L,B.EH.L,P.EH.L,B.EH.L
pdn03ABBAa,B.EH.L,P.EH.L,P.EH.L,B.EH.L
pdn03ABBAb,P.EH.L,B.EH.L,B.EH.L,P.EH.L
pdn04ABABa,B.OW.L.T,P.OW.L.T,B.OW.L.T,P.OW.L.T
pdn04ABABb,P.OW.L.T,B.OW.L.T,P.OW.L.T,B.OW.L.T
pdn04ABBAa,B.OW.L.T,P.OW.L.T,P.OW.L.T,B.OW.L.T
pdn04ABBAb,P.OW.L.T,B.OW.L.T,B.OW.L.T,P.OW.L.T
pdn05ABABa,D.AW.S,T.AW.S,D.AW.S,T.AW.S
pdn05ABABb,T.AW.S,D.AW.S,T.AW.S,D.AW.S
pdn05ABBAa,D.AW.S,T.AW.S,T.AW.S,D.AW.S
pdn05ABBAb,T.AW.S,D.AW.S,D.AW.S,T.AW.S
pdn06ABABa,D.EH.L.T,T.EH.L.T,D.EH.L.T,T.EH.L.T
pdn06ABABb,T.EH.L.T,D.EH.L.T,T.EH.L.T,D.EH.L.T
pdn06ABBAa,D.EH.L.T,T.EH.L.T,T.EH.L.T,D.EH.L.T
pdn06ABBAb,T.EH.L.T,D.EH.L.T,D.EH.L.T,T.EH.L.T
pdn07ABABa,D.AA.R.N,T.AA.R.N,D.AA.R.N,T.AA.R.N
pdn07ABABb,T.AA.R.N,D.AA.R.N,T.AA.R.N,D.AA.R.N
pdn07ABBAa,D.AA.R.N,T.AA.R.N,T.AA.R.N,D.AA.R.N
pdn07ABBAb,T.AA.R.N,D.AA.R.N,D.AA.R.N,T.AA.R.N
pdn08ABABa,D.UW.P,T.UW.P,D.UW.P,T.UW.P
pdn08ABABb,T.UW.P,D.UW.P,T.UW.P,D.UW.P
pdn08ABBAa,D.UW.P,T.UW.P,T.UW.P,D.UW.P
pdn08ABBAb,T.UW.P,D.UW.P,D.UW.P,T.UW.P
pdn09ABABa,G.AE.S,K.AE.S,G.AE.S,K.AE.S
pdn09ABABb,K.AE.S,G.AE.S,K.AE.S,G.AE.S
pdn09ABBAa,G.AE.S,K.AE.S,K.AE.S,G.AE.S
pdn09ABBAb,K.AE.S,G.AE.S,G.AE.S,K.AE.S
pdn10ABABa,G.UW.S,K.UW.S,G.UW.S,K.UW.S
pdn10ABABb,K.UW.S,G.UW.S,K.UW.S,G.UW.S
pdn10ABBAa,G.UW.S,K.UW.S,K.UW.S,G.UW.S
pdn10ABBAb,K.UW.S,G.UW.S,G.UW.S,K.UW.S
pdn11ABABa,G.IH.F.T,K.IH.F.T,G.IH.F.T,K.IH.F.T
pdn11ABABb,K.IH.F.T,G.IH.F.T,K.IH.F.T,G.IH.F.T
pdn11ABBAa,G.IH.F.T,K.IH.F.T,K.IH.F.T,G.IH.F.T
pdn11ABBAb,K.IH.F.T,G.IH.F.T,G.IH.F.T,K.IH.F.T
pdn12ABABa,G.EY.T,K.EY.T,G.EY.T,K.EY.T
pdn12ABABb,K.EY.T,G.EY.T,K.EY.T,G.EY.T
pdn12ABBAa,G.EY.T,K.EY.T,K.EY.T,G.EY.T
pdn12ABBAb,K.EY.T,G.EY.T,G.EY.T,K.EY.T
psm01ABABa,P.AH.NG.K,B.AH.NG.K,P.AH.NG.K,B.AH.NG.K
psm01ABABb,B.AH.NG.K,P.AH.NG.K,B.AH.NG.K,P.AH.NG.K
psm01ABBAa,P.AH.NG.K,B.AH.NG.K,B.AH.NG.K,P.AH.NG.K
psm01ABBAb,B.AH.NG.K,P.AH.NG.K,P.AH.NG.K,B.AH.NG.K
psm02ABABa,P.AH.N.CH,B.AH.N.CH,P.AH.N.CH,B.AH.N.CH
psm02ABABb,B.AH.N.CH,P.AH.N.CH,B.AH.N.CH,P.AH.N.CH
psm02ABBAa,P.AH.N.CH,B.AH.N.CH,B.AH.N.CH,P.AH.N.CH
psm02ABBAb,B.AH.N.CH,P.AH.N.CH,P.AH.N.CH,B.AH.N.CH
psm03ABABa,P.IY.T,B.IY.T,P.IY.T,B.IY.T
psm03ABABb,B.IY.T,P.IY.T,B.IY.T,P.IY.T
psm03ABBAa,P.IY.T,B.IY.T,B.IY.T,P.IY.T
psm03ABBAb,B.IY.T,P.IY.T,P.IY.T,B.IY.T
psm04ABABa,P.AA.K.S,B.AA.K.S,P.AA.K.S,B.AA.K.S
psm04ABABb,B.AA.K.S,P.AA.K.S,B.AA.K.S,P.AA.K.S
psm04ABBAa,P.AA.K.S,B.AA.K.S,B.AA.K.S,P.AA.K.S
psm04ABBAb,B.AA.K.S,P.AA.K.S,P.AA.K.S,B.AA.K.S
psm05ABABa,T.AE.B,D.AE.B,T.AE.B,D.AE.B
psm05ABABb,D.AE.B,T.AE.B,D.AE.B,T.AE.B
psm05ABBAa,T.AE.B,D.AE.B,D.AE.B,T.AE.B
psm05ABBAb,D.AE.B,T.AE.B,T.AE.B,D.AE.B
psm06ABABa,T.EH.N.S,D.EH.N.S,T.EH.N.S,D.EH.N.S
psm06ABABb,D.EH.N.S,T.EH.N.S,D.EH.N.S,T.EH.N.S
psm06ABBAa,T.EH.N.S,D.EH.N.S,D.EH.N.S,T.EH.N.S
psm06ABBAb,D.EH.N.S,T.EH.N.S,T.EH.N.S,D.EH.N.S
psm07ABABa,T.AO.R.K,D.AO.R.K,T.AO.R.K,D.AO.R.K
psm07ABABb,D.AO.R.K,T.AO.R.K,D.AO.R.K,T.AO.R.K
psm07ABBAa,T.AO.R.K,D.AO.R.K,D.AO.R.K,T.AO.R.K
psm07ABBAb,D.AO.R.K,T.AO.R.K,T.AO.R.K,D.AO.R.K
psm08ABABa,T.OW.T,D.OW.T,T.OW.T,D.OW.T
psm08ABABb,D.OW.T,T.OW.T,D.OW.T,T.OW.T
psm08ABBAa,T.OW.T,D.OW.T,D.OW.T,T.OW.T
psm08ABBAb,D.OW.T,T.OW.T,T.OW.T,D.OW.T
psm09ABABa,K.AA.D,G.AA.D,K.AA.D,G.AA.D
psm09ABABb,G.AA.D,K.AA.D,G.AA.D,K.AA.D
psm09ABBAa,K.AA.D,G.AA.D,G.AA.D,K.AA.D
psm09ABBAb,G.AA.D,K.AA.D,K.AA.D,G.AA.D
psm10ABABa,K.AH.F,G.AH.F,K.AH.F,G.AH.F
psm10ABABb,G.AH.F,K.AH.F,G.AH.F,K.AH.F
psm10ABBAa,K.AH.F,G.AH.F,G.AH.F,K.AH.F
psm10ABBAb,G.AH.F,K.AH.F,K.AH.F,G.AH.F
psm11ABABa,K.EY.P,G.EY.P,K.EY.P,G.EY.P
psm11ABABb,G.EY.P,K.EY.P,G.EY.P,K.EY.P
psm11ABBAa,K.EY.P,G.EY.P,G.EY.P,K.EY.P
psm11ABBAb,G.EY.P,K.EY.P,K.EY.P,G.EY.P
psm12ABABa,K.OW.D,G.OW.D,K.OW.D,G.OW.D
psm12ABABb,G.OW.D,K.OW.D,G.OW.D,K.OW.D
psm12ABBAa,K.OW.D,G.OW.D,G.OW.D,K.OW.D
psm12ABBAb,G.OW.D,K.OW.D,K.OW.D,G.OW.D
psn01ABABa,P.AH.L.P,B.AH.L.P,P.AH.L.P,B.AH.L.P
psn01ABABb,B.AH.L.P,P.AH.L.P,B.AH.L.P,P.AH.L.P
psn01ABBAa,P.AH.L.P,B.AH.L.P,B.AH.L.P,P.AH.L.P
psn01ABBAb,B.AH.L.P,P.AH.L.P,P.AH.L.P,B.AH.L.P
psn02ABABa,P.AH.L.S,B.AH.L.S,P.AH.L.S,B.AH.L.S
psn02ABABb,B.AH.L.S,P.AH.L.S,B.AH.L.S,P.AH.L.S
psn02ABBAa,P.AH.L.S,B.AH.L.S,B.AH.L.S,P.AH.L.S
psn02ABBAb,B.AH.L.S,P.AH.L.S,P.AH.L.S,B.AH.L.S
psn03ABABa,P.IY.L,B.IY.L,P.IY.L,B.IY.L
psn03ABABb,B.IY.L,P.IY.L,B.IY.L,P.IY.L
psn03ABBAa,P.IY.L,B.IY.L,B.IY.L,P.IY.L
psn03ABBAb,B.IY.L,P.IY.L,P.IY.L,B.IY.L
psn04ABABa,P.AA.SH,B.AA.SH,P.AA.SH,B.AA.SH
psn04ABABb,B.AA.SH,P.AA.SH,B.AA.SH,P.AA.SH
psn04ABBAa,P.AA.SH,B.AA.SH,B.AA.SH,P.AA.SH
psn04ABBAb,B.AA.SH,P.AA.SH,P.AA.SH,B.AA.SH
psn05ABABa,T.AE.T,D.AE.T,T.AE.T,D.AE.T
psn05ABABb,D.AE.T,T.AE.T,D.AE.T,T.AE.T
psn05ABBAa,T.AE.T,D.AE.T,D.AE.T,T.AE.T
psn05ABBAb,D.AE.T,T.AE.T,T.AE.T,D.AE.T
psn06ABABa,T.EH.N.TH,D.EH.N.TH,T.EH.N.TH,D.EH.N.TH
psn06ABABb,D.EH.N.TH,T.EH.N.TH,D.EH.N.TH,T.EH.N.TH
psn06ABBAa,T.EH.N.TH,D.EH.N.TH,D.EH.N.TH,T.EH.N.TH
psn06ABBAb,D.EH.N.TH,T.EH.N.TH,T.EH.N.TH,D.EH.N.TH
psn07ABABa,T.AO.R.N,D.AO.R.N,T.AO.R.N,D.AO.R.N
psn07ABABb,D.AO.R.N,T.AO.R.N,D.AO.R.N,T.AO.R.N
psn07ABBAa,T.AO.R.N,D.AO.R.N,D.AO.R.N,T.AO.R.N
psn07ABBAb,D.AO.R.N,T.AO.R.N,T.AO.R.N,D.AO.R.N
psn08ABABa,T.OW.D,D.OW.D,T.OW.D,D.OW.D
psn08ABABb,D.OW.D,T.OW.D,D.OW.D,T.OW.D
psn08ABBAa,T.OW.D,D.OW.D,D.OW.D,T.OW.D
psn08ABBAb,D.OW.D,T.OW.D,T.OW.D,D.OW.D
psn09ABABa,K.AA.P,G.AA.P,K.AA.P,G.AA.P
psn09ABABb,G.AA.P,K.AA.P,G.AA.P,K.AA.P
psn09ABBAa,K.AA.P,G.AA.P,G.AA.P,K.AA.P
psn09ABBAb,G.AA.P,K.AA.P,K.AA.P,G.AA.P
psn10ABABa,K.AH.D,G.AH.D,K.AH.D,G.AH.D
psn10ABABb,G.AH.D,K.AH.D,G.AH.D,K.AH.D
psn10ABBAa,K.AH.D,G.AH.D,G.AH.D,K.AH.D
psn10ABBAb,G.AH.D,K.AH.D,K.AH.D,G.AH.D
psn11ABABa,K.EY.K,G.EY.K,K.EY.K,G.EY.K
psn11ABABb,G.EY.K,K.EY.K,G.EY.K,K.EY.K
psn11ABBAa,K.EY.K,G.EY.K,G.EY.K,K.EY.K
psn11ABBAb,G.EY.K,K.EY.K,K.EY.K,G.EY.K
psn12ABABa,K.OW.M,G.OW.M,K.OW.M,G.OW.M
psn12ABABb,G.OW.M,K.OW.M,G.OW.M,K.OW.M
psn12ABBAa,K.OW.M,G.OW.M,G.OW.M,K.OW.M
psn12ABBAb,G.OW.M,K.OW.M,K.OW.M,G.OW.M
